project_group,test_code,Prediction,Ground_Truth,Token_List
1,"@Test
public void anyLiveStateCanBeAbandoned() {
    assertTrue(MatchState.SCHEDULED.canTransitionTo(MatchState.ABANDONED));
    assertTrue(MatchState.IN_PROGRESS.canTransitionTo(MatchState.ABANDONED));
    assertTrue(MatchState.INNINGS_BREAK.canTransitionTo(MatchState.ABANDONED));
}
",5,5,
1,"@Test
public void anIllegalTransitionIsRejected() {
    match.transitionTo(MatchState.COMPLETED);
}
",5,5,
1,"@Test
public void aLegalTransitionSequenceIsAccepted() {
    match.recordToss(""IND"", true);
    match.transitionTo(MatchState.IN_PROGRESS);
    match.transitionTo(MatchState.INNINGS_BREAK);
    match.transitionTo(MatchState.IN_PROGRESS);
    match.transitionTo(MatchState.COMPLETED);
    assertEquals(MatchState.COMPLETED, match.getState());
}
",5,5,
1,"@Test
public void openingAnInningsSeatsBothBatters() {
    Innings innings = Fixtures.openedInnings();
    assertEquals(""IND1"", innings.getStrikerId());
    assertEquals(""IND2"", innings.getNonStrikerId());
}
",5,5,
1,"@Test
public void openingCreatesTheFirstPartnership() {
    Innings innings = Fixtures.openedInnings();
    assertEquals(1, innings.getPartnerships().size());
    assertEquals(1, innings.currentPartnership().getWicketNumber());
}
",5,5,
1,"@Test
public void openingWithTheSameBatterTwiceIsRejected() {
    new Innings(""i"", 1, Fixtures.india(), Fixtures.australia()).openWith(""IND1"", ""IND1"");
}
",5,5,
1,"@Test
public void rotatingStrikeSwapsTheBatters() {
    Innings innings = Fixtures.openedInnings();
    innings.rotateStrike();
    assertEquals(""IND2"", innings.getStrikerId());
    assertEquals(""IND1"", innings.getNonStrikerId());
}
",5,5,
1,"@Test
public void aDismissedStrikerIsReplaced() {
    Innings innings = Fixtures.openedInnings();
    innings.replaceBatter(""IND1"", ""IND3"");
    assertEquals(""IND3"", innings.getStrikerId());
}
",5,5,
1,"@Test
public void aDismissedNonStrikerIsReplaced() {
    Innings innings = Fixtures.openedInnings();
    innings.replaceBatter(""IND2"", ""IND3"");
    assertEquals(""IND3"", innings.getNonStrikerId());
}
",5,5,
1,"@Test
public void replacingABatterWhoIsNotAtTheCreaseIsRejected() {
    Fixtures.openedInnings().replaceBatter(""IND7"", ""IND3"");
}
",5,5,
1,"@Test
public void ballsRemainingCountDownFromTheLimit() {
    Innings innings = Fixtures.openedInnings();
    assertEquals(120, innings.ballsRemaining());
    innings.getScoreCard().addLegalBall();
    assertEquals(119, innings.ballsRemaining());
}
",5,5,
1,"@Test
public void anUnlimitedInningsHasNoBallsRemaining() {
    Innings innings = new Innings(""i"", 1, Fixtures.india(), Fixtures.australia());
    assertEquals(-1, innings.ballsRemaining());
}
",5,5,
1,"@Test
public void runsRequiredAreMinusOneOutsideAChase() {
    assertEquals(-1, Fixtures.openedInnings().runsRequired());
}
",5,5,
1,"@Test
public void runsRequiredCountDownTowardsTheTarget() {
    Innings innings = Fixtures.openedInnings();
    innings.setTarget(181);
    assertEquals(181, innings.runsRequired());
    innings.getScoreCard().addRuns(100);
    assertEquals(81, innings.runsRequired());
}
",5,5,
1,"@Test
public void runsRequiredNeverGoNegative() {
    Innings innings = Fixtures.openedInnings();
    innings.setTarget(100);
    innings.getScoreCard().addRuns(150);
    assertEquals(0, innings.runsRequired());
}
",5,5,
1,"@Test
public void theRequiredRateReflectsTheChase() {
    Innings innings = Fixtures.openedInnings();
    innings.setTarget(121);
    assertEquals(6.05, innings.requiredRunRate(), 1e-9);
}
",5,5,
1,"@Test
public void thereIsNoRequiredRateOutsideAChase() {
    assertEquals(-1.0, Fixtures.openedInnings().requiredRunRate(), 1e-9);
}
",5,5,
1,"@Test
public void anInningsEndsWhenAllOut() {
    Innings innings = Fixtures.openedInnings();
    for (int i = 0; i < 10; i++) {
        innings.getScoreCard().addWicket();
    }
    assertTrue(innings.isComplete());
}
",5,5,
1,"@Test
public void anInningsEndsAtTheOverLimit() {
    Innings innings = Fixtures.openedInnings();
    for (int i = 0; i < 120; i++) {
        innings.getScoreCard().addLegalBall();
    }
    assertTrue(innings.isComplete());
}
",5,5,
1,"@Test
public void aClosedInningsIsComplete() {
    Innings innings = Fixtures.openedInnings();
    innings.close();
    assertTrue(innings.isComplete());
}
",5,5,
1,"@Test
public void anInningsCannotHaveTheSameTeamBattingAndBowling() {
    new Innings(""i"", 1, Fixtures.india(), Fixtures.india());
}
",5,5,
1,"@Test
public void anOverTalliesItsRuns() {
    Over over = new Over(0, ""AUS8"");
    over.record(Ball.builder().over(0).ballInOver(1).bowler(""AUS8"")
            .striker(""IND1"").nonStriker(""IND2"").runsOffBat(4).build());
    assertEquals(4, over.runsConceded());
}
",5,5,
1,"@Test
public void anOverIsCompleteAfterSixLegalBalls() {
    Over over = new Over(0, ""AUS8"");
    for (int i = 1; i <= 6; i++) {
        over.record(Ball.builder().over(0).ballInOver(i).bowler(""AUS8"")
                .striker(""IND1"").nonStriker(""IND2"").build());
    }
    assertTrue(over.isComplete());
    assertEquals(6, over.legalBalls());
}
",5,5,
1,"@Test
public void aWideDoesNotAdvanceTheOver() {
    Over over = new Over(0, ""AUS8"");
    over.record(Ball.builder().over(0).ballInOver(1).bowler(""AUS8"")
            .striker(""IND1"").nonStriker(""IND2"").extra(ExtraType.WIDE, 0).build());
    assertEquals(0, over.legalBalls());
    assertFalse(over.isComplete());
}
",5,5,
1,"@Test
public void theOverSequenceRendersDotsAndRuns() {
    Over over = new Over(0, ""AUS8"");
    over.record(Ball.builder().over(0).ballInOver(1).bowler(""AUS8"")
            .striker(""IND1"").nonStriker(""IND2"").build());
    over.record(Ball.builder().over(0).ballInOver(2).bowler(""AUS8"")
            .striker(""IND1"").nonStriker(""IND2"").runsOffBat(4).build());
    assertEquals("". 4"", over.sequence());
}
",5,5,
1,"@Test
public void anOverWithoutABowlerIsRejected() {
    new Over(0, "" "");
}
",5,5,
1,"@Test
public void aNegativeOverNumberIsRejected() {
    new Over(-1, ""AUS8"");
}
",5,5,
1,"@Test
public void aPartnershipAccumulatesRunsAndBalls() {
    Partnership stand = new Partnership(""IND1"", ""IND2"", 1);
    stand.addRuns(4);
    stand.addBall();
    assertEquals(4, stand.getRuns());
    assertEquals(1, stand.getBalls());
}
",5,5,
1,"@Test
public void aPartnershipKnowsItsBatters() {
    Partnership stand = new Partnership(""IND1"", ""IND2"", 1);
    assertTrue(stand.involves(""IND1""));
    assertFalse(stand.involves(""IND3""));
}
",5,5,
1,"@Test
public void aBrokenPartnershipIsMarked() {
    Partnership stand = new Partnership(""IND1"", ""IND2"", 1);
    assertFalse(stand.isBroken());
    stand.breakStand();
    assertTrue(stand.isBroken());
}
",5,5,
1,"@Test
public void aPartnershipNeedsTwoDistinctBatters() {
    new Partnership(""IND1"", ""IND1"", 1);
}
",5,5,
1,"@Test
public void aPartnershipRunRateIsPerOver() {
    Partnership stand = new Partnership(""IND1"", ""IND2"", 1);
    stand.addRuns(30);
    for (int i = 0; i < 30; i++) {
        stand.addBall();
    }
    assertEquals(6.0, stand.runRate(), 1e-9);
}
",5,5,
1,"@Test
public void aShortNameIsDerivedFromTheFullName() {
    assertEquals(""J Root"", new Player(""ENG1"", ""Joe Root"", PlayerRole.BATTER).getShortName());
}
",5,5,
1,"@Test
public void aThreePartNameKeepsTheSurname() {
    assertEquals(""K Pietersen"",
            new Player(""ENG2"", ""Kevin Peter Pietersen"", PlayerRole.BATTER).getShortName());
}
",5,5,
1,"@Test
public void aSingleWordNameIsLeftAlone() {
    assertEquals(""Ashwin"", new Player(""IND12"", ""Ashwin"", PlayerRole.BOWLER).getShortName());
}
",5,5,
1,"@Test
public void anExplicitShortNameWins() {
    assertEquals(""KP"", new Player(""ENG2"", ""Kevin Pietersen"", ""KP"", PlayerRole.BATTER).getShortName());
}
",5,5,
1,"@Test
public void aBlankShortNameFallsBackToTheDerivedOne() {
    assertEquals(""K Pietersen"",
            new Player(""ENG2"", ""Kevin Pietersen"", ""  "", PlayerRole.BATTER).getShortName());
}
",5,5,
1,"@Test
public void aBlankPlayerIdIsRejected() {
    new Player("" "", ""Joe Root"", PlayerRole.BATTER);
}
",5,5,
1,"@Test
public void aBlankFullNameIsRejected() {
    new Player(""ENG1"", ""  "", PlayerRole.BATTER);
}
",5,5,
1,"@Test
public void aNullRoleIsRejected() {
    new Player(""ENG1"", ""Joe Root"", null);
}
",5,5,
1,"@Test
public void playersAreEqualById() {
    assertEquals(new Player(""ENG1"", ""Joe Root"", PlayerRole.BATTER),
            new Player(""ENG1"", ""Someone Else"", PlayerRole.BOWLER));
}
",5,5,
1,"@Test
public void playersWithDifferentIdsAreNotEqual() {
    assertNotEquals(new Player(""ENG1"", ""Joe Root"", PlayerRole.BATTER),
            new Player(""ENG2"", ""Joe Root"", PlayerRole.BATTER));
}
",5,5,
1,"@Test
public void aPlayerIsNotEqualToAnUnrelatedObject() {
    assertNotEquals(new Player(""ENG1"", ""Joe Root"", PlayerRole.BATTER), ""ENG1"");
}
",5,5,
1,"@Test
public void bowlersCanBowl() {
    assertTrue(PlayerRole.BOWLER.canBowl());
    assertTrue(PlayerRole.ALL_ROUNDER.canBowl());
}
",5,5,
1,"@Test
public void specialistBattersDoNotBowl() {
    assertFalse(PlayerRole.BATTER.canBowl());
    assertFalse(PlayerRole.WICKET_KEEPER.canBowl());
}
",5,5,
1,"@Test
public void keepersCountAsSpecialistBatters() {
    assertTrue(PlayerRole.WICKET_KEEPER.isSpecialistBatter());
    assertTrue(PlayerRole.BATTER.isSpecialistBatter());
    assertFalse(PlayerRole.BOWLER.isSpecialistBatter());
}
",5,5,
1,"@Test
public void aSquadIsElevenStrong() {
    assertEquals(11, Fixtures.india().size());
}
",5,5,
1,"@Test
public void aPlayerIsFoundById() {
    assertEquals(""Virat Kohli"", Fixtures.india().playerById(""IND3"").getFullName());
}
",5,5,
1,"@Test
public void anUnknownPlayerIsNotFound() {
    assertNull(Fixtures.india().playerById(""NOPE""));
}
",5,5,
1,"@Test
public void membershipIsTestable() {
    assertTrue(Fixtures.india().contains(""IND3""));
    assertFalse(Fixtures.india().contains(""AUS3""));
}
",5,5,
1,"@Test
public void battingPositionIsOneBased() {
    assertEquals(""IND1"", Fixtures.india().batterAtPosition(1).getId());
    assertEquals(""IND11"", Fixtures.india().batterAtPosition(11).getId());
}
",5,5,
1,"@Test
public void positionZeroIsOutOfRange() {
    assertNull(Fixtures.india().batterAtPosition(0));
}
",5,5,
1,"@Test
public void positionTwelveIsOutOfRange() {
    assertNull(Fixtures.india().batterAtPosition(12));
}
",5,5,
1,"@Test
public void bowlersAreListed() {
    assertEquals(6, Fixtures.india().bowlers().size());
}
",5,5,
1,"@Test
public void everyListedBowlerCanBowl() {
    for (Player p : Fixtures.australia().bowlers()) {
        assertTrue(p.getRole().canBowl());
    }
}
",5,5,
1,"@Test
public void theSquadIsReadOnly() {
    Fixtures.india().getSquad().add(new Player(""X"", ""Someone"", PlayerRole.BATTER));
}
",5,5,
1,"@Test
public void anEmptySquadIsRejected() {
    new Team(""IND"", ""India"", Collections.<Player>emptyList());
}
",5,5,
1,"@Test
public void aNullSquadIsRejected() {
    new Team(""IND"", ""India"", null);
}
",5,5,
1,"@Test
public void aBlankTeamIdIsRejected() {
    new Team("" "", ""India"", Fixtures.india().getSquad());
}
",5,5,
1,"@Test
public void aBlankTeamNameIsRejected() {
    new Team(""IND"", """", Fixtures.india().getSquad());
}
",5,5,
1,"@Test
public void aDuplicatePlayerInTheSquadIsRejected() {
    List<Player> squad = new ArrayList<Player>();
    squad.add(new Player(""IND1"", ""Rohit Sharma"", PlayerRole.BATTER));
    squad.add(new Player(""IND1"", ""Rohit Sharma"", PlayerRole.BATTER));
    new Team(""IND"", ""India"", squad);
}
",5,5,
1,"@Test
public void teamsAreEqualById() {
    assertEquals(Fixtures.india(), Fixtures.india());
}
",5,5,
1,"@Test
public void differentTeamsAreNotEqual() {
    assertNotEquals(Fixtures.india(), Fixtures.australia());
}
",5,5,
1,"@Test
public void teamsShareAHashCodeById() {
    assertEquals(Fixtures.india().hashCode(), Fixtures.india().hashCode());
}
",5,5,
1,"@Test
public void theSquadOrderIsTheBattingOrder() {
    List<Player> squad = Fixtures.india().getSquad();
    assertEquals(""IND1"", squad.get(0).getId());
    assertEquals(""IND2"", squad.get(1).getId());
}
",5,5,
1,"@Test
public void toStringCarriesTheNameAndSize() {
    assertTrue(Fixtures.india().toString().contains(""India""));
    assertTrue(Fixtures.india().toString().contains(""11""));
}
",5,5,
1,"@Test
public void aPlayerToStringCarriesTheShortNameAndId() {
    String text = new Player(""IND3"", ""Virat Kohli"", PlayerRole.BATTER).toString();
    assertTrue(text.contains(""V Kohli""));
    assertTrue(text.contains(""IND3""));
}
",5,5,
1,"@Test
public void theRegistryIsASingleton() {
    assertTrue(MatchRegistry.getInstance() == MatchRegistry.getInstance());
}
",5,5,
1,"@Test
public void aRegisteredMatchIsFound() {
    Match match = Fixtures.t20Match();
    registry.register(match);
    assertEquals(match, registry.find(match.getId()));
}
",5,5,
1,"@Test
public void anUnregisteredMatchIsNotFound() {
    assertNull(registry.find(""nope""));
}
",5,5,
1,"@Test
public void requireReturnsARegisteredMatch() {
    Match match = Fixtures.t20Match();
    registry.register(match);
    assertNotNull(registry.require(match.getId()));
}
",5,5,
1,"@Test
public void requireRaisesForAnUnknownMatch() {
    registry.require(""nope"");
}
",5,5,
1,"@Test
public void registeringNullIsRejected() {
    registry.register(null);
}
",5,5,
1,"@Test
public void registeringTracksTheCount() {
    registry.register(Fixtures.t20Match());
    assertEquals(1, registry.size());
    assertEquals(1, registry.getRegistrations());
}
",5,5,
1,"@Test
public void reRegisteringTheSameIdReplacesIt() {
    registry.register(Fixtures.t20Match());
    registry.register(Fixtures.t20Match());
    assertEquals(1, registry.size());
    assertEquals(2, registry.getRegistrations());
}
",5,5,
1,"@Test
public void containsTracksMembership() {
    registry.register(Fixtures.t20Match());
    assertTrue(registry.contains(""IND-AUS-T20""));
    assertFalse(registry.contains(""nope""));
}
",5,5,
1,"@Test
public void aMatchCanBeRemoved() {
    registry.register(Fixtures.t20Match());
    assertNotNull(registry.remove(""IND-AUS-T20""));
    assertTrue(registry.isEmpty());
}
",5,5,
1,"@Test
public void removingAnUnknownMatchYieldsNull() {
    assertNull(registry.remove(""nope""));
}
",5,5,
1,"@Test
public void allListsEveryMatch() {
    registry.register(Fixtures.t20Match());
    registry.register(Fixtures.odiMatch());
    assertEquals(2, registry.all().size());
    assertEquals(2, registry.matchIds().size());
}
",5,5,
1,"@Test
public void matchesAreFilteredByTeam() {
    registry.register(Fixtures.t20Match());
    assertEquals(1, registry.involvingTeam(""IND"").size());
    assertEquals(0, registry.involvingTeam(""ENG"").size());
}
",5,5,
1,"@Test
public void onlyInProgressMatchesAreLive() {
    Match match = Fixtures.t20Match();
    registry.register(match);
    assertEquals(0, registry.live().size());
    match.recordToss(""IND"", true);
    match.transitionTo(com.cricket.core.model.MatchState.IN_PROGRESS);
    assertEquals(1, registry.live().size());
}
",5,5,
1,"@Test
public void resetEmptiesTheRegistry() {
    registry.register(Fixtures.t20Match());
    registry.reset();
    assertTrue(registry.isEmpty());
    assertEquals(0, registry.getRegistrations());
}
",5,5,
1,"@Test
public void theDirectoryIsASingleton() {
    assertTrue(PlayerDirectory.getInstance() == PlayerDirectory.getInstance());
}
",5,5,
1,"@Test
public void aFreshDirectoryIsEmpty() {
    assertTrue(directory.isEmpty());
    assertEquals(0, directory.size());
}
",5,5,
1,"@Test
public void importingASquadPopulatesTheDirectory() {
    directory.importSquad(Fixtures.india());
    assertEquals(11, directory.size());
    assertEquals(1, directory.getImportCount());
}
",5,5,
1,"@Test
public void importingANullSquadIsRejected() {
    directory.importSquad(null);
}
",5,5,
1,"@Test
public void aPlayerIsResolvedById() {
    directory.importSquad(Fixtures.india());
    assertEquals(""Virat Kohli"", directory.byId(""IND3"").getFullName());
}
",5,5,
1,"@Test
public void aPlayerIsResolvedByShortName() {
    directory.importSquad(Fixtures.india());
    assertEquals(""IND3"", directory.byShortName(""V Kohli"").getId());
}
",5,5,
1,"@Test
public void shortNameLookupIgnoresCase() {
    directory.importSquad(Fixtures.india());
    assertNotNull(directory.byShortName(""v kohli""));
}
",5,5,
1,"@Test
public void anUnimportedShortNameIsNotFound() {
    assertNull(directory.byShortName(""V Kohli""));
}
",5,5,
1,"@Test
public void requireRaisesForAnUnimportedShortName() {
    directory.requireByShortName(""V Kohli"");
}
",5,5,
1,"@Test
public void aSinglePlayerCanBeAdded() {
    directory.add(new com.cricket.core.model.Player(
            ""ENG1"", ""Joe Root"", com.cricket.core.model.PlayerRole.BATTER));
    assertTrue(directory.knows(""ENG1""));
}
",5,5,
1,"@Test
public void addingANullPlayerIsRejected() {
    directory.add(null);
}
",5,5,
1,"@Test
public void searchMatchesOnAFragment() {
    directory.importSquad(Fixtures.india());
    assertEquals(1, directory.search(""Kohli"").size());
}
",5,5,
1,"@Test
public void searchMatchesSeveralPlayers() {
    directory.importSquad(Fixtures.india());
    assertEquals(2, directory.search(""Mohammed"").size());
}
",5,5,
1,"@Test
public void anEmptySearchYieldsNothing() {
    directory.importSquad(Fixtures.india());
    assertTrue(directory.search("""").isEmpty());
    assertTrue(directory.search(null).isEmpty());
}
",5,5,
1,"@Test
public void clearEmptiesTheDirectory() {
    directory.importSquad(Fixtures.india());
    directory.clear();
    assertTrue(directory.isEmpty());
    assertEquals(0, directory.getImportCount());
}
",5,5,
1,"@Test
public void twoSquadsBothLand() {
    directory.importSquad(Fixtures.india());
    directory.importSquad(Fixtures.australia());
    assertEquals(22, directory.size());
    assertEquals(2, directory.getImportCount());
}
",5,5,
1,"@Test
public void theRulesStartAtTheirDefaults() {
    assertTrue(ScoringRules.isDefault());
    assertEquals(6, ScoringRules.ballsPerOver());
    assertEquals(1, ScoringRules.widePenalty());
    assertTrue(ScoringRules.freeHitAfterNoBall());
    assertFalse(ScoringRules.wideCountsAsBall());
}
",5,5,
1,"@Test
public void changingARuleLeavesTheDefaults() {
    ScoringRules.setFreeHitAfterNoBall(false);
    assertFalse(ScoringRules.isDefault());
}
",5,5,
1,"@Test
public void reloadingRestoresTheDefaults() {
    ScoringRules.setBallsPerOver(8);
    ScoringRules.setWidePenalty(2);
    ScoringRules.reloadDefaults();
    assertTrue(ScoringRules.isDefault());
}
",5,5,
1,"@Test
public void testFormatDefaultsDisableTheFreeHit() {
    ScoringRules.applyFormatDefaults(MatchFormat.TEST);
    assertFalse(ScoringRules.freeHitAfterNoBall());
}
",5,5,
1,"@Test
public void t20FormatDefaultsEnableTheFreeHit() {
    ScoringRules.applyFormatDefaults(MatchFormat.T20);
    assertTrue(ScoringRules.freeHitAfterNoBall());
}
",5,5,
1,"@Test
public void aNullFormatIsRejected() {
    ScoringRules.applyFormatDefaults(null);
}
",5,5,
1,"@Test
public void zeroBallsPerOverIsRejected() {
    ScoringRules.setBallsPerOver(0);
}
",5,5,
1,"@Test
public void thirteenBallsPerOverIsRejected() {
    ScoringRules.setBallsPerOver(13);
}
",5,5,
1,"@Test
public void aNegativeWidePenaltyIsRejected() {
    ScoringRules.setWidePenalty(-1);
}
",5,5,
1,"@Test
public void aNegativeNoBallPenaltyIsRejected() {
    ScoringRules.setNoBallPenalty(-1);
}
",5,5,
1,"@Test
public void theRulesDescribeThemselves() {
    assertTrue(ScoringRules.describe().contains(""ballsPerOver=6""));
}
",5,5,
1,"@Test
public void aNewLineIsBlank() {
    assertEquals(0, line.getRuns());
    assertEquals(0, line.getBallsFaced());
    assertEquals(0, line.getFours());
    assertEquals(0, line.getSixes());
    assertFalse(line.isOut());
}
",5,5,
1,"@Test
public void thePlayerIdIsRetained() {
    assertEquals(""IND3"", line.getPlayerId());
}
",5,5,
1,"@Test
public void aBlankPlayerIdIsRejected() {
    new BattingLine(""  "");
}
",5,5,
1,"@Test
public void aNullPlayerIdIsRejected() {
    new BattingLine(null);
}
",5,5,
1,"@Test
public void runsAccumulate() {
    line.addRuns(1);
    line.addRuns(2);
    assertEquals(3, line.getRuns());
}
",5,5,
1,"@Test
public void aFourIsCounted() {
    line.addRuns(4);
    assertEquals(1, line.getFours());
    assertEquals(0, line.getSixes());
}
",5,5,
1,"@Test
public void aSixIsCounted() {
    line.addRuns(6);
    assertEquals(1, line.getSixes());
    assertEquals(0, line.getFours());
}
",5,5,
1,"@Test
public void threeRunsRunAreNotABoundary() {
    line.addRuns(3);
    assertEquals(0, line.getFours());
    assertEquals(0, line.getSixes());
}
",5,5,
1,"@Test
public void addingZeroRunsIsAllowed() {
    line.addRuns(0);
    assertEquals(0, line.getRuns());
}
",5,5,
1,"@Test
public void negativeRunsAreRejected() {
    line.addRuns(-1);
}
",5,5,
1,"@Test
public void ballsFacedAccumulate() {
    line.addBallFaced();
    line.addBallFaced();
    assertEquals(2, line.getBallsFaced());
}
",5,5,
1,"@Test
public void strikeRateIsZeroBeforeFacingABall() {
    assertEquals(0.0, line.strikeRate(), 1e-9);
}
",5,5,
1,"@Test
public void strikeRateIsRunsPerHundredBalls() {
    line.addRuns(50);
    for (int i = 0; i < 25; i++) {
        line.addBallFaced();
    }
    assertEquals(200.0, line.strikeRate(), 1e-9);
}
",5,5,
1,"@Test
public void aRunABallIsAStrikeRateOfOneHundred() {
    for (int i = 0; i < 30; i++) {
        line.addRuns(1);
        line.addBallFaced();
    }
    assertEquals(100.0, line.strikeRate(), 1e-9);
}
",5,5,
1,"@Test
public void boundaryRunsCountFoursAndSixes() {
    line.addRuns(4);
    line.addRuns(6);
    line.addRuns(1);
    assertEquals(10, line.boundaryRuns());
}
",5,5,
1,"@Test
public void boundaryRunsAreZeroWithoutBoundaries() {
    line.addRuns(3);
    assertEquals(0, line.boundaryRuns());
}
",5,5,
1,"@Test
public void markingOutRecordsTheDismissal() {
    line.markOut(Dismissal.BOWLED, ""AUS8"");
    assertTrue(line.isOut());
    assertEquals(Dismissal.BOWLED, line.getDismissal());
}
",5,5,
1,"@Test
public void aBowlerIsCreditedForABowledDismissal() {
    line.markOut(Dismissal.BOWLED, ""AUS8"");
    assertEquals(""AUS8"", line.getDismissedBy());
}
",5,5,
1,"@Test
public void noBowlerIsCreditedForARunOut() {
    line.markOut(Dismissal.RUN_OUT, ""AUS8"");
    assertTrue(line.isOut());
    assertNull(line.getDismissedBy());
}
",5,5,
1,"@Test
public void aMilestoneIsReachedAtTheThreshold() {
    line.addRuns(50);
    assertTrue(line.isMilestone(50));
}
",5,5,
1,"@Test
public void aMilestoneIsNotReachedBelowTheThreshold() {
    line.addRuns(49);
    assertFalse(line.isMilestone(50));
}
",5,5,
1,"@Test
public void aMilestoneStillCountsWhenExceeded() {
    line.addRuns(120);
    assertTrue(line.isMilestone(100));
}
",5,5,
1,"@Test
public void anUnbeatenSummaryCarriesAnAsterisk() {
    line.addRuns(47);
    for (int i = 0; i < 32; i++) {
        line.addBallFaced();
    }
    assertEquals(""47* (32)"", line.summary());
}
",5,5,
1,"@Test
public void aDismissedSummaryHasNoAsterisk() {
    line.addRuns(47);
    for (int i = 0; i < 32; i++) {
        line.addBallFaced();
    }
    line.markOut(Dismissal.CAUGHT, ""AUS8"");
    assertEquals(""47 (32)"", line.summary());
}
",5,5,
1,"@Test
public void aDuckIsRenderedAsZero() {
    line.addBallFaced();
    line.markOut(Dismissal.BOWLED, ""AUS8"");
    assertEquals(""0 (1)"", line.summary());
}
",5,5,
1,"@Test
public void toStringLeadsWithThePlayerId() {
    line.addRuns(10);
    assertTrue(line.toString().startsWith(""IND3""));
}
",5,5,
1,"@Test
public void aNewLineIsBlank() {
    assertEquals(0, line.getLegalBalls());
    assertEquals(0, line.getRunsConceded());
    assertEquals(0, line.getWickets());
    assertEquals(0, line.getMaidens());
}
",5,5,
1,"@Test
public void thePlayerIdIsRetained() {
    assertEquals(""AUS8"", line.getPlayerId());
}
",5,5,
1,"@Test
public void aBlankPlayerIdIsRejected() {
    new BowlingLine("""");
}
",5,5,
1,"@Test
public void legalBallsAccumulate() {
    bowlLegalBalls(4);
    assertEquals(4, line.getLegalBalls());
}
",5,5,
1,"@Test
public void sixBallsIsOneCompletedOver() {
    bowlLegalBalls(6);
    assertEquals(1, line.completedOvers());
    assertEquals(0, line.ballsIntoCurrentOver());
}
",5,5,
1,"@Test
public void twentyTwoBallsIsThreeOversAndFour() {
    bowlLegalBalls(22);
    assertEquals(3, line.completedOvers());
    assertEquals(4, line.ballsIntoCurrentOver());
}
",5,5,
1,"@Test
public void oversBowledUsesCricketNotation() {
    bowlLegalBalls(22);
    assertEquals(3.4, line.oversBowled(), 1e-9);
}
",5,5,
1,"@Test
public void aCompletedOverHasNoPartOver() {
    bowlLegalBalls(24);
    assertEquals(4.0, line.oversBowled(), 1e-9);
}
",5,5,
1,"@Test
public void runsConcededAccumulate() {
    line.addRunsConceded(4);
    line.addRunsConceded(2);
    assertEquals(6, line.getRunsConceded());
}
",5,5,
1,"@Test
public void negativeRunsConcededAreRejected() {
    line.addRunsConceded(-1);
}
",5,5,
1,"@Test
public void wicketsAccumulate() {
    line.addWicket();
    line.addWicket();
    assertEquals(2, line.getWickets());
}
",5,5,
1,"@Test
public void maidensAccumulate() {
    line.addMaiden();
    assertEquals(1, line.getMaidens());
}
",5,5,
1,"@Test
public void widesAreCounted() {
    line.addWide();
    line.addWide();
    assertEquals(2, line.getWides());
}
",5,5,
1,"@Test
public void noBallsAreCounted() {
    line.addNoBall();
    assertEquals(1, line.getNoBalls());
}
",5,5,
1,"@Test
public void economyIsZeroBeforeBowling() {
    assertEquals(0.0, line.economy(), 1e-9);
}
",5,5,
1,"@Test
public void economyIsRunsPerOver() {
    bowlLegalBalls(24);
    line.addRunsConceded(24);
    assertEquals(6.0, line.economy(), 1e-9);
}
",5,5,
1,"@Test
public void economyAccountsForAPartOver() {
    bowlLegalBalls(3);
    line.addRunsConceded(6);
    assertEquals(12.0, line.economy(), 1e-9);
}
",5,5,
1,"@Test
public void averageIsMinusOneWithoutAWicket() {
    bowlLegalBalls(24);
    line.addRunsConceded(30);
    assertEquals(-1.0, line.average(), 1e-9);
}
",5,5,
1,"@Test
public void averageIsRunsPerWicket() {
    line.addRunsConceded(30);
    line.addWicket();
    line.addWicket();
    assertEquals(15.0, line.average(), 1e-9);
}
",5,5,
1,"@Test
public void strikeRateIsMinusOneWithoutAWicket() {
    bowlLegalBalls(24);
    assertEquals(-1.0, line.strikeRate(), 1e-9);
}
",5,5,
1,"@Test
public void strikeRateIsBallsPerWicket() {
    bowlLegalBalls(24);
    line.addWicket();
    line.addWicket();
    assertEquals(12.0, line.strikeRate(), 1e-9);
}
",5,5,
1,"@Test
public void figuresUseTheStandardFormat() {
    bowlLegalBalls(22);
    line.addRunsConceded(22);
    line.addWicket();
    line.addWicket();
    assertEquals(""3.4-0-22-2"", line.figures());
}
",5,5,
1,"@Test
public void figuresIncludeMaidens() {
    bowlLegalBalls(24);
    line.addMaiden();
    line.addRunsConceded(18);
    line.addWicket();
    assertEquals(""4.0-1-18-1"", line.figures());
}
",5,5,
1,"@Test
public void wicketlessFiguresEndInZero() {
    bowlLegalBalls(12);
    line.addRunsConceded(15);
    assertEquals(""2.0-0-15-0"", line.figures());
}
",5,5,
1,"@Test
public void toStringLeadsWithThePlayerId() {
    assertTrue(line.toString().startsWith(""AUS8""));
}
",5,5,
1,"@Test
public void aNewCardIsBlank() {
    assertEquals(0, card.getTotalRuns());
    assertEquals(0, card.getWickets());
    assertEquals(0, card.getLegalBalls());
}
",5,5,
1,"@Test
public void theInningsIdIsRetained() {
    assertEquals(""inn1"", card.getInningsId());
}
",5,5,
1,"@Test
public void aBlankInningsIdIsRejected() {
    new ScoreCard("" "");
}
",5,5,
1,"@Test
public void aNullInningsIdIsRejected() {
    new ScoreCard(null);
}
",5,5,
